worker_id,external_id,judgments_count,missed_count,golds_count,forgiven_count,channel,country,region,city,last_ip,flagged_at,rejected_at,bonus,flag_reason,trust_overall,submission_rate,level_2_contributors
35541968,3ED26032881E80B0667AD9B74FE239D0,45,0,13,0,neodev,SRB,00,Belgrade,79.101.142.88,,,0,,1.0,300,1.0
35603616,8C5BE9AE61730DAF07CFBA8CB897B0DC,95,3,23,0,neodev,IND,28,Kolkata,202.142.70.175,,,0,,0.8696,18,1.0
35618913,9B74EA401AF5D25B143E2E32438F3B0E,90,3,22,0,neodev,BIH,01,Sarajevo,77.77.242.235,,,0,,0.8636,120,1.0
35626436,8446972,10,1,6,0,clixsense,RUS,70,Letnyaya Stavka,109.168.177.114,,,0,,0.8333,300,1.0
35644567,8453356,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
35683842,8467079,50,2,14,0,clixsense,TUR,07,Antalya,78.166.8.155,,,0,,0.8571,429,1.0
35765450,633,10,2,6,0,imerit_india,IND,28,Kolkata,118.102.244.250,,,0,,0.6667,300,1.0
35823772,CB1E3691CD3C3845667AD9B74FE239D0,10,0,6,0,neodev,IND,23,Ludhiana,123.237.58.32,,,0,,1.0,300,1.0
35860468,5546E5E979D6358018E09C610F0867AA,65,0,17,0,neodev,BIH,01,Tesanj,109.175.98.99,,,0,,1.0,300,1.0
35877903,8531906,0,0,0,0,clixsense,,,,,,,0,,1.0,0,1.0
35880538,110747,35,0,11,0,elite,SRB,00,Indjija,109.122.68.153,,,0,,1.0,300,1.0
35882138,110770,5,0,5,0,elite,BIH,01,Zenica,109.163.157.187,,,0,,1.0,300,1.0
35909502,8548062,5,0,5,0,clixsense,VEN,15,San Antonio De Los Altos,200.82.204.37,,,0,,1.0,300,1.0
35910453,E39896C3826BCC9BBE5B53C0735AAA92,5,2,5,0,neodev,BIH,01,Zenica,5.43.100.118,,,0,,0.6,300,1.0
35922352,8552288,25,0,9,0,clixsense,UKR,05,Kramatorsk,77.121.237.140,,,0,,1.0,375,1.0
36055739,8930D58ADFEBCB4018E09C610F0867AA,0,0,0,0,neodev,,,,,,,0,,1.0,0,1.0
36063465,113046,164,1,38,0,elite,SRB,02,Zrenjanin,188.2.234.35,,,0,,0.9737,82,1.0
36076741,8600245,5,0,4,0,clixsense,IDN,26,Medan,202.67.44.3,,,0,,1.0,300,
36088177,8607796,40,0,12,0,clixsense,SRB,00,Belgrade,213.198.239.152,,,0,,1.0,18,1.0
36107353,8614797,10,2,6,0,clixsense,BIH,01,Sarajevo,109.175.104.33,,,0,,0.6667,300,1.0
36107908,127825,90,1,22,0,gifthunterclub,ARG,05,Cordoba,190.137.135.127,,,0,,0.9545,464,1.0
36114575,C40E90B9A14CC4A12C49F30A9F655560,93,1,23,0,neodev,ROU,04,Bacau,5.13.45.215,,,0,,0.9565,338,1.0
36123238,73661CA5A42B97880CAD5F2CDE485D23,5,2,5,0,neodev,ROU,10,Bucharest,188.25.178.233,,,0,,0.6,300,1.0
36129612,113781,0,0,0,0,elite,,,,,,,0,,1.0,0,1.0
36130898,8618071,10,1,6,0,clixsense,IND,28,Kolkata,101.212.84.12,,,0,,0.8333,300,1.0
36163077,114043,45,3,13,0,elite,HUN,"","",94.27.215.135,,,0,,0.7692,300,1.0
36257971,115215,35,2,11,0,elite,RUS,08,Ufa,145.255.8.108,,,0,,0.8182,300,1.0
36261394,7651391,5,0,5,0,clixsense,BRA,27,São Vicente,187.22.86.45,,,0,,1.0,0,1.0
36289914,8674666,5,1,5,0,clixsense,RUS,32,Surgut,188.19.51.64,,,0,,0.8,0,1.0
36315317,8685084,5,2,5,0,clixsense,RUS,"","",213.87.224.164,,,0,,0.6,0,1.0
36325839,peace08,5,2,5,0,instagc,VEN,23,Maracaibo,186.93.6.250,,,0,,0.6,300,1.0
36333071,116108,10,0,6,0,elite,BIH,01,Sarajevo,85.92.224.182,,,0,,1.0,300,1.0
36348604,116277,10,0,6,0,elite,TUR,34,Istanbul,24.133.97.172,,,0,,1.0,300,1.0
36350388,116292,5,1,5,0,elite,USA,FL,Cape Coral,76.1.164.147,,,0,,0.8,300,1.0
36358931,tranlam,40,0,12,0,getpaid,VNM,20,Ho Chi Minh City,113.173.129.62,,,0,,1.0,300,1.0
