id,are_these_two_sounds_similar,are_these_two_sounds_similar:confidence,query-preview-lq-mp3,query-preview-lq-ogg,query_id,result-preview-lq-mp3,result-preview-lq-ogg,result_id
954078224,"first_option
second_option
first_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/190/190936_3491884-lq.mp3"," https://www.freesound.org/data/previews/190/190936_3491884-lq.ogg"," 2155-190936"
954078225,"first_option
first_option
first_option
first_option
first_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/165/165116_1037961-lq.mp3"," https://www.freesound.org/data/previews/165/165116_1037961-lq.ogg"," 2155-165116"
954078226,"first_option
first_option
first_option
first_option
first_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/135/135003_1255040-lq.mp3"," https://www.freesound.org/data/previews/135/135003_1255040-lq.ogg"," 2155-135003"
954078227,"first_option
first_option
first_option
first_option
first_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/167/167206_1050391-lq.mp3"," https://www.freesound.org/data/previews/167/167206_1050391-lq.ogg"," 2155-167206"
954078228,"second_option
first_option
first_option
first_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/327/327542_5654844-lq.mp3"," https://www.freesound.org/data/previews/327/327542_5654844-lq.ogg"," 2155-327542"
954078229,"first_option
first_option
first_option
first_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/210/210827_1050391-lq.mp3"," https://www.freesound.org/data/previews/210/210827_1050391-lq.ogg"," 2155-210827"
954078230,"first_option
first_option
first_option
first_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/321/321444_5437135-lq.mp3"," https://www.freesound.org/data/previews/321/321444_5437135-lq.ogg"," 2155-321444"
954078231,"first_option
second_option
first_option
second_option
first_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/241/241318_3310361-lq.mp3"," https://www.freesound.org/data/previews/241/241318_3310361-lq.ogg"," 2155-241318"
954078232,"first_option
first_option
second_option
first_option
first_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/202/202529_2737063-lq.mp3"," https://www.freesound.org/data/previews/202/202529_2737063-lq.ogg"," 2155-202529"
954078233,"first_option
first_option
first_option
first_option
first_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/70/70626_1031833-lq.mp3"," https://www.freesound.org/data/previews/70/70626_1031833-lq.ogg"," 2155-70626"
954078234,"first_option
first_option
first_option
first_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/326/326445_4415905-lq.mp3"," https://www.freesound.org/data/previews/326/326445_4415905-lq.ogg"," 2155-326445"
954078235,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/61/61680_7390-lq.mp3"," https://www.freesound.org/data/previews/61/61680_7390-lq.ogg"," 5560-61680"
954078236,"first_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/81/81192_1254612-lq.mp3"," https://www.freesound.org/data/previews/81/81192_1254612-lq.ogg"," 5560-81192"
954078237,"second_option
second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/207/207322_2368212-lq.mp3"," https://www.freesound.org/data/previews/207/207322_2368212-lq.ogg"," 5560-207322"
954078238,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/199/199944_2196083-lq.mp3"," https://www.freesound.org/data/previews/199/199944_2196083-lq.ogg"," 5560-199944"
954078239,"second_option
first_option
second_option
second_option
first_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/143/143951_2587965-lq.mp3"," https://www.freesound.org/data/previews/143/143951_2587965-lq.ogg"," 5560-143951"
954078240,"second_option
second_option
first_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/30/30303_229898-lq.mp3"," https://www.freesound.org/data/previews/30/30303_229898-lq.ogg"," 5560-30303"
954078241,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/239/239135_71257-lq.mp3"," https://www.freesound.org/data/previews/239/239135_71257-lq.ogg"," 5560-239135"
954078242,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/156/156845_1119090-lq.mp3"," https://www.freesound.org/data/previews/156/156845_1119090-lq.ogg"," 5560-156845"
954078243,"second_option
second_option
second_option
second_option
first_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/61/61967_338714-lq.mp3"," https://www.freesound.org/data/previews/61/61967_338714-lq.ogg"," 5560-61967"
954078244,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/321/321026_5123851-lq.mp3"," https://www.freesound.org/data/previews/321/321026_5123851-lq.ogg"," 5560-321026"
954078245,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/255/255209_2736373-lq.mp3"," https://www.freesound.org/data/previews/255/255209_2736373-lq.ogg"," 5560-255209"
954078246,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/189/189446_71257-lq.mp3"," https://www.freesound.org/data/previews/189/189446_71257-lq.ogg"," 5560-189446"
954078247,"second_option
first_option
first_option
second_option
first_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/17/17786_34454-lq.mp3"," https://www.freesound.org/data/previews/17/17786_34454-lq.ogg"," 5560-17786"
954078248,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/214/214052_1979597-lq.mp3"," https://www.freesound.org/data/previews/214/214052_1979597-lq.ogg"," 5560-214052"
954078249,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/247/247731_3077631-lq.mp3"," https://www.freesound.org/data/previews/247/247731_3077631-lq.ogg"," 22362-247731"
954078250,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/248/248926_4556350-lq.mp3"," https://www.freesound.org/data/previews/248/248926_4556350-lq.ogg"," 22362-248926"
954078251,"second_option
second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/247/247658_3077631-lq.mp3"," https://www.freesound.org/data/previews/247/247658_3077631-lq.ogg"," 22362-247658"
954078252,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/250/250953_3347587-lq.mp3"," https://www.freesound.org/data/previews/250/250953_3347587-lq.ogg"," 22362-250953"
954078253,"second_option
second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/248/248609_4556350-lq.mp3"," https://www.freesound.org/data/previews/248/248609_4556350-lq.ogg"," 22362-248609"
954078254,"second_option
first_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/247/247456_3077631-lq.mp3"," https://www.freesound.org/data/previews/247/247456_3077631-lq.ogg"," 22362-247456"
954078255,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/248/248927_4556350-lq.mp3"," https://www.freesound.org/data/previews/248/248927_4556350-lq.ogg"," 22362-248927"
954078256,"second_option
second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/247/247842_3077631-lq.mp3"," https://www.freesound.org/data/previews/247/247842_3077631-lq.ogg"," 22362-247842"
954078257,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/69/69552_274531-lq.mp3"," https://www.freesound.org/data/previews/69/69552_274531-lq.ogg"," 22362-69552"
954078258,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/247/247459_3077631-lq.mp3"," https://www.freesound.org/data/previews/247/247459_3077631-lq.ogg"," 22362-247459"
954078259,"second_option
second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/174/174067_2035780-lq.mp3"," https://www.freesound.org/data/previews/174/174067_2035780-lq.ogg"," 22362-174067"
954078260,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/249/249015_4556350-lq.mp3"," https://www.freesound.org/data/previews/249/249015_4556350-lq.ogg"," 22362-249015"
954078261,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/247/247880_3077631-lq.mp3"," https://www.freesound.org/data/previews/247/247880_3077631-lq.ogg"," 22362-247880"
954078262,"first_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/249/249016_4556350-lq.mp3"," https://www.freesound.org/data/previews/249/249016_4556350-lq.ogg"," 22362-249016"
954078263,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/74/74408_988961-lq.mp3"," https://www.freesound.org/data/previews/74/74408_988961-lq.ogg"," 50802-74408"
954078264,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/178/178925_227581-lq.mp3"," https://www.freesound.org/data/previews/178/178925_227581-lq.ogg"," 50802-178925"
954078265,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/163/163445_2943714-lq.mp3"," https://www.freesound.org/data/previews/163/163445_2943714-lq.ogg"," 50802-163445"
954078266,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/170/170989_2694940-lq.mp3"," https://www.freesound.org/data/previews/170/170989_2694940-lq.ogg"," 50802-170989"
954078267,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/343/343282_2123898-lq.mp3"," https://www.freesound.org/data/previews/343/343282_2123898-lq.ogg"," 50802-343282"
954078268,"second_option
second_option
first_option
first_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/83/83930_1229315-lq.mp3"," https://www.freesound.org/data/previews/83/83930_1229315-lq.ogg"," 50802-83930"
954078269,"second_option
second_option
second_option
first_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/83/83946_1345028-lq.mp3"," https://www.freesound.org/data/previews/83/83946_1345028-lq.ogg"," 50802-83946"
954078270,"second_option
second_option
first_option
first_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/71/71153_856713-lq.mp3"," https://www.freesound.org/data/previews/71/71153_856713-lq.ogg"," 50802-71153"
954078271,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/66/66574_321967-lq.mp3"," https://www.freesound.org/data/previews/66/66574_321967-lq.ogg"," 50802-66574"
954078272,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/84/84521_1313208-lq.mp3"," https://www.freesound.org/data/previews/84/84521_1313208-lq.ogg"," 50802-84521"
954078273,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/156/156091_2365601-lq.mp3"," https://www.freesound.org/data/previews/156/156091_2365601-lq.ogg"," 50802-156091"
954078274,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/167/167277_2873260-lq.mp3"," https://www.freesound.org/data/previews/167/167277_2873260-lq.ogg"," 50802-167277"
954078275,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/240/240734_7423-lq.mp3"," https://www.freesound.org/data/previews/240/240734_7423-lq.ogg"," 50802-240734"
954078276,"second_option
second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/116/116831_2085593-lq.mp3"," https://www.freesound.org/data/previews/116/116831_2085593-lq.ogg"," 50802-116831"
954078277,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/248/248660_4556350-lq.mp3"," https://www.freesound.org/data/previews/248/248660_4556350-lq.ogg"," 82402-248660"
954078278,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/66/66550_634166-lq.mp3"," https://www.freesound.org/data/previews/66/66550_634166-lq.ogg"," 82402-66550"
954078279,"second_option
second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/242/242009_4401185-lq.mp3"," https://www.freesound.org/data/previews/242/242009_4401185-lq.ogg"," 82402-242009"
954078280,"second_option
second_option
second_option
second_option
first_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/339/339820_5121236-lq.mp3"," https://www.freesound.org/data/previews/339/339820_5121236-lq.ogg"," 82402-339820"
954078281,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/42/42909_92661-lq.mp3"," https://www.freesound.org/data/previews/42/42909_92661-lq.ogg"," 82402-42909"
954078282,"second_option
second_option
second_option
first_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/82/82418_1276308-lq.mp3"," https://www.freesound.org/data/previews/82/82418_1276308-lq.ogg"," 82402-82418"
954078283,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/69/69504_634166-lq.mp3"," https://www.freesound.org/data/previews/69/69504_634166-lq.ogg"," 82402-69504"
954078284,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/321/321284_2146894-lq.mp3"," https://www.freesound.org/data/previews/321/321284_2146894-lq.ogg"," 82402-321284"
954078285,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/175/175395_1747897-lq.mp3"," https://www.freesound.org/data/previews/175/175395_1747897-lq.ogg"," 82402-175395"
954078286,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/248/248875_4556350-lq.mp3"," https://www.freesound.org/data/previews/248/248875_4556350-lq.ogg"," 82402-248875"
954078287,"second_option
second_option
second_option
second_option
second_option
first_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/326/326332_5519877-lq.mp3"," https://www.freesound.org/data/previews/326/326332_5519877-lq.ogg"," 82402-326332"
954078288,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/246/246989_4445860-lq.mp3"," https://www.freesound.org/data/previews/246/246989_4445860-lq.ogg"," 82402-246989"
954078289,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/66/66545_634166-lq.mp3"," https://www.freesound.org/data/previews/66/66545_634166-lq.ogg"," 82402-66545"
954078290,"second_option
second_option
second_option
first_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/302/302793_2050105-lq.mp3"," https://www.freesound.org/data/previews/302/302793_2050105-lq.ogg"," 82402-302793"
954078291,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/41/41251_378285-lq.mp3"," https://www.freesound.org/data/previews/41/41251_378285-lq.ogg"," 110011-41251"
954078292,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/62/62215_614053-lq.mp3"," https://www.freesound.org/data/previews/62/62215_614053-lq.ogg"," 110011-62215"
954078293,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/202/202192_1661766-lq.mp3"," https://www.freesound.org/data/previews/202/202192_1661766-lq.ogg"," 110011-202192"
954078294,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/62/62209_614053-lq.mp3"," https://www.freesound.org/data/previews/62/62209_614053-lq.ogg"," 110011-62209"
954078295,"second_option
second_option
first_option
second_option
first_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/339/339894_4040864-lq.mp3"," https://www.freesound.org/data/previews/339/339894_4040864-lq.ogg"," 110011-339894"
954078296,"second_option
second_option
second_option
second_option
second_option",," https://www.freesound.org/data/previews/2/2155_1198-lq.mp3"," https://www.freesound.org/data/previews/2/2155_1198-lq.ogg",2155," https://www.freesound.org/data/previews/169/169206_1587259-lq.mp3"," https://www.freesound.org/data/previews/169/169206_1587259-lq.ogg"," 110011-169206"
