FreesoundID,ClusterID,Filename,Kurzbeschreibung,Cluster
163445,50802,50802-0.84-163445.mp3,Tiefes Grollen,8 - Grollen
83930,50802,50802-0.84-83930.mp3,Vorbeifahrender Zug,8 - Grollen
83946,50802,50802-0.84-83946.mp3,Kurzer synthetischer Klang,8 - Grollen
84521,50802,50802-0.85-84521.mp3,Synthetischer Gewitterschlag,8 - Grollen
239135,5560,5560-0.80-239135.mp3,Kanonenschüsse,9 - Feuerwerk
30303,5560,5560-0.83-30303.mp3,Donner,9 - Feuerwerk
207322,5560,5560-0.88-207322.mp3,Kurze synthetische Explosion,9 - Feuerwerk
17786,5560,5560-0.94-17786.mp3,Synthetisches Feuer,9 - Feuerwerk
199944,5560,5560-0.94-199944.mp3,Donner,9 - Feuerwerk
255209,5560,5560-0.94-255209.mp3,Herunterfallendes Mikrofon,9 - Feuerwerk
81192,5560,5560-0.94-81192.mp3,Auf Tische trommelnde Hände,9 - Feuerwerk
156845,5560,5560-0.97-156845.mp3,Szene in Flugzeug - Sicherheitsanweisung bis Start,9 - Feuerwerk
321026,5560,5560-0.99-321026.mp3,Musikalisches Pattern,9 - Feuerwerk
189446,5560,5560-1.02-189446.mp3,Vorbeifliegendes Düsenflugzeug,9 - Feuerwerk
61680,5560,5560-1.04-61680.mp3,Synthetische Klänge ,9 - Feuerwerk
214052,5560,5560-1.06-214052.mp3,Donner,9 - Feuerwerk
143951,5560,5560-1.07-143951.mp3,Stuhl über Boden gezogen,9 - Feuerwerk
61967,5560,5560-1.09-61967.mp3,Synthetische Loop  - wie rhythmisches Atmen,9 - Feuerwerk
326332,82402,82402-0.93-326332.mp3,Drei hohe Mädchenschreie (absteigend d''''-ais'''),10 - Schrei
242009,82402,82402-1.08-242009.mp3,Drei hohe Mädchenschreie (cis''''-cis'''-e'''),10 - Schrei
248875,82402,82402-1.10-248875.mp3,Klarinette (ais'''),10 - Schrei
66550,82402,82402-1.11-66550.mp3,Melodischer Pfiff (c''''-f''''-h'''),10 - Schrei
69504,82402,82402-1.12-69504.mp3,Bussardschreie ( Glissando dis''''-c''''),10 - Schrei
302793,82402,82402-1.13-302793.mp3,Harfe (h'''),10 - Schrei
248660,82402,82402-1.14-248660.mp3,Klarinette (ais'''),10 - Schrei
175395,82402,82402-1.17-175395.mp3,Mikrowelle -  erst Brummen dann Piepen (h'''),10 - Schrei
246989,82402,82402-1.21-246989.mp3,Querflöte (c''''),10 - Schrei
321284,82402,82402-1.21-321284.mp3,Schlag gegen Glas (c''''/d''''),10 - Schrei
339820,82402,82402-1.21-339820.mp3,Glöckchen (c''''),10 - Schrei
42909,82402,82402-1.22-42909.mp3,Schlag gegen Glas (ais'/ais'' und mehr),10 - Schrei
66545,82402,82402-1.23-66545.mp3,Melodischer Pfiff (dis''''-f''''-d''''),10 - Schrei
82418,82402,82402-1.23-82418.mp3,Schrei (gis''-h''-ais''),10 - Schrei
